parent_tax_id,tax_level,category,tax_id,name,kraken_classified_reads,bracken_classified_reads,nt_rpm
4264,1,eukaryota,4265,Cynara cardunculus,2,2,2
4235,1,eukaryota,4236,Lactuca sativa,1,1,1
13492,1,eukaryota,55363,Diospyros lotus,2,2,2
35939,1,eukaryota,253017,Impatiens glandulifera,1,1,1
3564,1,eukaryota,29722,Amaranthus tricolor,1,1,1
4564,1,eukaryota,4565,Triticum aestivum,1,3,3
4564,1,eukaryota,85692,Triticum dicoccoides,1,2,2
4520,1,eukaryota,89674,Lolium rigidum,1,1,1
4650,1,eukaryota,94328,Zingiber officinale,2,2,2
4685,1,eukaryota,4686,Asparagus officinalis,1,1,1
4329,1,eukaryota,60698,Macadamia integrifolia,6,6,6
3402,1,eukaryota,86752,Magnolia sinica,2,2,2
3468,1,eukaryota,3469,Papaver somniferum,1,1,1
4418,1,eukaryota,210225,Nymphaea colorata,1,1,1
3368,1,eukaryota,3369,Cryptomeria japonica,5,6,6
9605,1,eukaryota,9606,Homo sapiens,7,8,8
4895,1,eukaryota,2545709,Schizosaccharomyces osmophilus,1,1,1
1047167,1,eukaryota,1047171,Zymoseptoria tritici,1,1,1
101191,1,archaea,101192,Methanomethylovorans hollandica,2,2,2
12234,1,viruses,12242,Tobacco mosaic virus,4225,4225,4225
12059,1,viruses,463676,Rhinovirus C,1627,1627,1627
12059,1,viruses,147711,Rhinovirus A,715,715,715
